dependency,count
org.wildfly.swarm:bean-validation,1
io.spring.javaformat.intellij.idea:gradle,1
com.aliyun.odps:odps-jdbc,1
de.tr7zw:item-nbt-api-plugin,2
com.indvd00m.ascii.render:ascii-render,1
org.jboss.seam.embedded:thirdparty-all,1
org.mobicents.servlet.sip.containers:sip-servlets-tomcat-jboss4,1
org.mobicents.servlet.sip.examples:jslee-sips-interop-commons,1
us.codecraft:webmagic-selenium,1
org.forgerock.ce.openam:openam-oauth2-common,1
com.cxytiandi:kitty-spring-cloud-starter-async-tool,1
org.apache.tomee:tomee-security,1
org.gluu:oxcore-saml,1
org.eclipse.core:resources,1
org.wso2.am:org.wso2.carbon.apimgt.clients.admin.api,1
org.tribuo:tribuo-classification-mnnaivebayes,1
org.mengyun.ha:tcc-transaction-ha-zookeeper,1
org.geowebcache:gwc-arcgiscache,1
org.openecard.wsdef:android-marshaller,1
org.camunda.spin:camunda-spin-dataformat-json-jackson,1
org.activiti:activiti-engine,2
net.sourceforge.spnego:spnego,1
nl.lxtreme.ols:client,1
org.openehealth.ipf.boot:ipf-atna-spring-boot-starter,1
org.apache.felix:org.apache.felix.cm.json,1
org.apache.karaf.jaas.blueprint:org.apache.karaf.jaas.blueprint.config,1
test:recursive-module-a,1
com.googlecode.foresite-toolkit:foresite,1
org.openhab.addons.bundles:org.openhab.binding.smartthings,1
org.openhab.binding.rfxcom:jd2xx,1
org.codice.ddf.spatial:spatial-geocoding-feature,1
org.glassfish.main.tests.tck:javatest,1
com.graphhopper:graphhopper-web-api,1
org.metawidget.integration-tests.android:allwidgets-android,1
pl.altkom.asc.lab.micronaut.poc:payment-service-api,1
com.twitter.elephantbird:elephant-bird-cascading2,1
org.jvnet.hudson.main:hudson-core,1
io.joyrpc:joyrpc-serialization-kryo,1
org.jboss.aerogear.unifiedpush:unifiedpush-common,1
org.orbisgis:h2gis-utilities,1
org.apache.sentry:sentry-core-model-sqoop,1
org.apache.shenyu:shenyu-spring-boot-starter-plugin-redirect,1
org.springframework.boot:spring-boot-starter-data-redis-reactive,2
com.cerner.bunsen:bunsen-avro,1
com.qcadoo:qcadoo-plugins-unit-conversion-management,1
org.apache.tiles:tiles-core,3
org.cornutum.tcases:tcases-openapi,1
org.apache.oozie:oozie-sharelib-oozie,1
io.opentracing.contrib:opentracing-globaltracer,1
com.hotels:hcommon-ssh,1
cactus:cactus,1
jboss:jboss-system,1
org.jboss.resteasy:resteasy-yaml-provider,1
org.rhq.helpers:rhq-rtfilter,1
com.asakusafw:asakusa-runtime-configuration,1
org.jboss.windup.config:windup-config-impl,1
io.syndesis.connector:connector-api-provider,1
org.activiti:activiti-spring-conformance-tests,1
org.apache.syncope.common.idm:syncope-common-idm-rest-api,1
solid.humank:ddd-commons,1
io.smallrye.reactive:mutiny-smallrye-context-propagation,1
org.avaje.composite:logback,1
fish.payara.extras:payara-embedded-web,1
org.mayocat.platform:mayocat-platform-authorization,1
org.apache.servicecomb.demo:authentication,1
org.apache.servicecomb:provider-jaxrs,1
org.eclipse.jetty:jetty-alpn-openjdk8-server,1
tech.powerjob:powerjob-server-starter,1
com.thinkbiganalytics.kylo.integrations:kylo-spark-job-profiler-api,1
com.thinkbiganalytics.kylo:kylo-catalog-api,1
io.seata:seata-discovery-eureka,1
io.seata:seata-saga-tm,1
com.indeed:imhotep-archive,1
org.biojava:biojava-structure-gui,1
cn.iocoder.mall:mall-security-annotations,1
org.netbeans.html:net.java.html.boot,1
org.neo4j:neo4j-tinkerpop-api,1
org.mapsforge:mapsforge-map,1
org.openscience.cdk:cdk-smarts,1
edu.illinois.cs.cogcomp:illinois-sl,1
org.apache.camel:camel-jetty,2
org.graphfoundation.ongdb.build:build-resources,1
org.flowable:flowable-process-validation,1
org.mule.group:mule-plugin-b,1
org.mule.runtime:mule-service-http-api,1
uk.gov.nationalarchives:droid-ui,1
org.nutz:nutzboot-starter-beetlsql,1
org.apache.plc4x:plc4j-transport-virtualcan,1
com.home.mercury:app-core,1
org.apache.parquet:parquet-hive-bundle,1
com.github.insubstantial:substance,1
eu.europa.ec.joinup.sd-dss:dss-timestamp-dto,1
org.webjars.npm:xss,1
org.aspectj:aspectjrt,65
org.xwiki.platform:xwiki-platform-diffplugin,1
org.xwiki.platform:xwiki-platform-display-api,1
com.eclipsesource.minimal-json:minimal-json,12
org.dayatang.dddlib:dddlib-security-api,1
org.xhtmlrenderer:core-renderer,3
org.apache.usergrid:usergrid-services,1
io.rest-assured:spring-commons,1
org.apache.camel.quarkus:camel-quarkus-azure-eventhubs-deployment,1
org.apache.camel.quarkus:camel-quarkus-braintree-deployment,1
org.apache.camel.quarkus:camel-quarkus-couchbase,1
org.apache.camel.quarkus:camel-quarkus-soroush,1
org.apache.camel.quarkus:camel-quarkus-ssh,1
org.rxtx:rxtx-native,1
org.tautua.markdownpapers:markdownpapers-core,1
net.schmizz:sshj,5
org.apache.axis:axis,7
org.apache.cloudstack:cloud-plugin-hypervisor-kvm,1
com.github.braisdom:mangosdk-spi,1
org.nuxeo.csv:nuxeo-csv-core,1
org.nuxeo.ecm.media.publishing:nuxeo-media-publishing-youtube-core,1
com.thoughtworks.paranamer:paranamer-generator,1
org.apache.accumulo:accumulo-compaction-coordinator,1
ru.yandex.qatools.embed:postgresql-embedded,3
org.testcontainers:neo4j,3
io.springfox:springfox-oas,2
org.apache.nifi.minifi:minifi-toolkit-configuration,1
org.apache.nifi:nifi-framework-api,1
javax.interceptor:javax.interceptor-api,18
de.tudarmstadt.ukp.inception.app:inception-project-initializers,1
eu.clarin.weblicht:wlfxb,1
io.dropwizard.metrics:metrics-json,10
org.glassfish.main.extras:glassfish-embedded-static-shell,2
org.jdbi:jdbi,6
io.grpc:grpc-census,1
org.bitcoinj:orchid,1
org.noear:luffy-solon-plugin,1
systems.manifold:manifold-exceptions,1
io.fabric8:maven-model-helper,1
io.quarkus:quarkus-hibernate-search-orm-elasticsearch-aws-deployment,1
io.quarkus:quarkus-security-jpa-deployment,1
org.eclipse.microprofile.jwt:microprofile-jwt-auth-tck,1
com.google.protobuf:protobuf-lite,2
org.apache.velocity:velocity-tools,10
org.jboss:jboss-dmr,3
org.radargun:radargun-core,1
org.apache.jclouds.api:rackspace-cloudfiles,1
net.sf.mpxj:mpxj,1
org.apache.shardingsphere:sharding-core-api,1
org.jogamp.gluegen:gluegen-rt,3
org.jzy3d:jzy3d-core,1
org.knowm.xchange:xchange-coinmate,1
de.tudarmstadt.ukp.clarin.webanno:webanno-ui-curation,1
com.typesafe.akka:akka-actor_2.12,2
com.bstek.bdf3:bdf3-log,1
org.owasp.jbrofuzz:jbrofuzz-encoder,1
org.jboss.narayana.xts:localjunit-unit-tests,1
org.wildfly.swarm:servo,1
com.sun:attach,1
com.calclab.emite:emite-proxy,1
com.walmartlabs.concord.runtime.v2:concord-runner-v2,1
org.wso2.carbon.devicemgt:org.wso2.carbon.device.mgt.core,1
org.dashbuilder:dashbuilder-dataset-editor,1
org.robovm:robovm-cocoatouch,1
org.opencastproject:opencast-dictionary-api,1
org.apache.tomee:tomee-util,1
org.modeshape:modeshape-elasticsearch-index-provider,1
org.picketbox:picketbox-bare,1
org.wildfly.core:wildfly-subsystem-test-framework,1
com.atlassian.crowd.client:atlassian-crowd-rest-client,1
org.geowebcache:gwc-core,1
org.springframework.cloud:spring-cloud-stream-binder-rabbit,2
org.apache.aries.tx-control:tx-control-service-xa,1
org.osgi:org.osgi.util.function,4
org.camunda.bpm.example:four-eyes-advanced-commons,1
com.googlecode.objectify:objectify,3
org.exoplatform.gatein.portal:exo.portal.component.web.controller,1
asm:asm-parent,1
com.example.acme:library,1
org.apache.aries.jndi:org.apache.aries.jndi.rmi,1
org.apache.geronimo.specs:geronimo-stax-api_1.2_spec,1
org.apache.karaf.jdbc:org.apache.karaf.jdbc.core,1
org.apache.karaf.log:org.apache.karaf.log.core,2
org.apache.karaf.scheduler:org.apache.karaf.scheduler.core,1
io.lumify:lumify-data-mapping-column,1
me.lucko:helper-profiles,1
org.openhab.addons.bundles:org.openhab.binding.mcp23017,1
org.openhab.addons.bundles:org.openhab.binding.sncf,1
ddf.admin.core:admin-core-impl,1
ddf.catalog.transformer:catalog-transformer-common,1
org.glassfish.main.tests.tck:ejb-lite-basic,1
io.fabric8:fabric8-maven-plugin-generator-wildfly-swarm,1
org.codehaus.plexus:plexus-java,2
com.twitter.elephantbird:elephant-bird-hive,1
com.nextdoor.bender:bender-wrappers,1
org.talend.esb.examples:karaf-jmx-client,1
io.onedev:server-plugin-buildspec-maven,1
org.dspace:dspace-services,1
us.ajg0702:ajParkour,1
org.gephi:export-plugin-ui,1
org.apache.pulsar:pulsar-client-original,2
club.bluetroy:front,1
io.atlasmap:atlas-xml-service,1
net.sf.bluecove:bluecove,1
org.springframework.cloud:spring-cloud-gcp-starter-bus-pubsub,1
com.huaweicloud:spring-cloud-starter-huawei-core,1
org.wicketstuff:wicketstuff-push-core,1
io.streamnative.pulsar.handlers:oauth-client,1
org.eclipse:jdt-debug-ui,1
org.apache.camel:camel-script,1
compartmental.net:minim,1
org.apache.pulsar:pulsar-functions-local-runner-original,1
com.thinkbiganalytics.kylo.plugins:kylo-sla-metrics-default,1
org.apache.twill:twill-zookeeper,1
io.apicurio:apicurio-registry-serdes-protobuf-serde,1
eu.europa.ec.joinup.sd-dss:dss-certificate-validation-dto,1
eu.europa.ec.joinup.sd-dss:specs-jades,1
org.springframework.cloud.fn:cdc-debezium-common,1
org.springframework.integration:spring-integration-hazelcast,1
com.didispace:scca-discovery-eureka,1
io.confluent:kafka-connect-storage-wal,1
io.dekorate:openshift-junit-starter,1
org.mule.tests:mule-petstore-extension,1
com.woorea:ceilometer-model,1
org.apache.linkis:linkis-cs-engine-support,1
org.springframework.data:spring-data-r2dbc,1
com.amazonaws:aws-java-sdk-s3control,1
org.openhab.addons.bundles:org.openhab.binding.enturno,1
org.apache.xmlgraphics:batik-svgrasterizer,1
org.xwiki.platform:xwiki-platform-filter-instance-extension,1
org.xwiki.platform:xwiki-platform-rendering-macro-velocity,1
org.xwiki.platform:xwiki-platform-tika-detect,1
org.codehaus.jackson:jackson-core-lgpl,5
org.joyqueue:joyqueue-service-api,1
com.dlsc:GMapsFX,1
org.apache.camel.quarkus:camel-quarkus-ahc,1
org.apache.camel.quarkus:camel-quarkus-integration-tests-support-activemq,1
org.netbeans.modules:org-netbeans-modules-projectapi-nb,2
mil.nga.giat:geowave-core-mapreduce,1
nu.pattern:opencv,2
org.glassfish.jersey.ext.rx:jersey-rx-client-rxjava2,1
org.apache.archiva.redback:redback-rbac-model,1
org.openqa.selenium.server:selenium-server,2
org.jenkins-ci:test-annotations,1
org.apache.pinot:pinot-yammer,1
com.ericdaugherty.mail:jes,1
com.readytalk:metrics-statsd-common,2
org.nuxeo.ecm.platform:nuxeo-platform-contentview-jsf,1
org.nuxeo.rating:nuxeo-rating-api,1
org.opennms.newts:newts-rest,1
org.apache.cayenne:cayenne-rop-server,1
org.jacoco:org.jacoco.ant,8
org.komamitsu:fluency-core,2
org.primaresearch:Dla,1
org.osgi:osgi.enterprise,3
org.batoo.jpa:persistence-api,1
ws.schild:jave-nativebin-linux32,1
org.noear:mybatis-sqlhelper-solon-plugin,1
org.hotswapagent:hotswap-agent-owb-plugin,1
org.carlspring.strongbox:strongbox-db-import,1
org.carlspring.strongbox:strongbox-storage-pypi-layout-provider,1
io.quarkus:quarkus-amazon-common,1
io.quarkus:quarkus-kubernetes-client-internal,1
io.quarkus:quarkus-resteasy-reactive-links-deployment,1
org.webjars.bowergithub.dc-js:dc.js,1
com.twelvemonkeys.imageio:imageio-psd,5
org.structr:structr-text-search-module,1
org.opensaml:opensaml-core,5
com.alibaba.csp:sentinel-apache-dubbo-adapter,3
com.gluonhq.attachextended:log,1
com.tduck:tduck-common,1
org.wso2.andes.wso2:andes,2
org.wso2.carbon.analytics:org.wso2.carbon.stream.processor.core,1
org.wso2.carbon.automation:org.wso2.carbon.automation.utils,1
org.wso2.carbon.mediation:org.wso2.carbon.connector.core,1
org.wso2.carbon.mediation:org.wso2.carbon.task.stub,2
org.wso2.orbit.commons-httpclient:commons-httpclient,1
org.camunda.bpm.qa:camunda-qa-ensure-clean-db,1
org.camunda.commons:camunda-commons-typed-values,1
com.twelvemonkeys.common:common-image,1
org.restheart:restheart-security,1
de.tudarmstadt.ukp.clarin.webanno:webanno-automation,1
com.blazegraph:bigdata-core-test,1
com.microsoft.tfs.sdk:com.microsoft.tfs.sdk,1
site.ycsb:voltdb-binding,1
net.devh:grpc-spring-boot-starter,1
org.wildfly.swarm:jaxrs,1
org.springframework.social:spring-social-web,3
org.asynchttpclient:async-http-client-extras-rxjava2,1
org.scala-sbt:zinc_2.13,1
com.walmartlabs.concord.plugins.basic:concord-tasks,1
com.networknt:oauth2-client,1
us.codecraft:webmagic-saxon,1
org.opencastproject:opencast-themes,1
com.salesforce.servicelibs:reactive-grpc-common,1
org.apache.tomee:tomee-common,1
io.jenkins.blueocean:blueocean-github-pipeline,1
io.sarl.maven:io.sarl.maven.docs.generator,1
jama:gov.nist.math,1
org.geowebcache:gwc-diskquota-bdb,1
org.openecard.crypto:crypto-common,1
com.marswork:marswork-websupport,1
com.github.goxr3plus:java-google-speech-api,1
com.azure:azure-communication-common,1
jencrypt:jencrypt,1
nl.lxtreme.ols.device:test,1
org.apache.karaf.examples:karaf-websocket-example,1
org.apache.karaf.tooling:org.apache.karaf.tools.utils,1
org.agrona:agrona,2
com.typesafe.netty:netty-reactive-streams-http,1
org.openhab.addons.bundles:org.openhab.transform.exec,1
ddf.platform.osgi:platform-osgi-condpermadmin,1
org.eclipse.core:databinding,1
org.batfish:question,1
org.apache.shenyu:shenyu-plugin-resilience4j,1
org.bytedeco:libdc1394,1
org.cometd.java:cometd-java-api-client,1
org.cometd.java:cometd-java-server-websocket-common,1
com.github.victools:jsonschema-module-javax-validation,1
org.buildobjects:jproc,1
org.eclipse.jetty.websocket:websocket-servlet-api,1
cn.hutool:hutool-extra,1
uk.bl.wa.discovery:warc-hadoop-indexer,1
io.github.quickmsg:smqtt-rule-source-db,1
org.springframework.security:spring-security-rsa,2
com.github.anji-plus:captcha,1
org.sejda:sejda-fonts,1
org.apereo.cas:cas-server-support-oidc,1
org.amqphub.spring:amqp-10-jms-spring-boot-starter,1
org.webjars.bower:c3,1
com.rhwayfun:spring-boot-starter,1
com.facebook.presto:presto-expressions,1
fish.payara.server.internal.persistence.cmp:cmp-utility-l10n,1
org.broadinstitute.gatk:gatk-engine,1
org.pentaho.reporting.engine:classic-extensions-pmd,2
org.apache.servicecomb.demo:all-client,1
org.apache.servicecomb.tests:springmvc-tests-connection-limit,1
com.thinkbiganalytics.kylo.integrations:kylo-spark-multi-exec-spark-v2,1
com.thinkbiganalytics.kylo:kylo-commons-spark-shell-plugin-shared,1
com.thinkbiganalytics.kylo:kylo-feed-manager-api,1
org.interledger:codecs-framework,1
org.glassfish.jersey.ext.microprofile:jersey-mp-config,1
org.exist-db:exist-index-ngram,1
eu.europa.ec.joinup.sd-dss:dss-policy-jaxb,1
eu.europa.ec.joinup.sd-dss:dss-signature-soap,1
com.nimbusds:lang-tag,1
pentaho:pentaho-mongodb-plugin,2
com.github.romankh3:image-comparison,1
com.github.devezhao:momentjava,1
com.ibm.fhir:fhir-quality-measure,1
org.openscience.cdk:cdk-ctab,1
org.openscience.cdk:cdk-renderawt,1
io.helidon.microprofile.config:helidon-microprofile-config,1
org.flowable:flowable-spring-security,1
org.flowable:flowable-ui-idm-logic,1
de.codecentric:batch-web-spring-boot-autoconfigure,1
org.mule.test:library,1
com.woorea:heat-client,1
com.woorea:nova-client,1
org.apache.linkis:linkis-executor-core,1
org.apache.linkis:linkis-metadata,1
uk.gov.nationalarchives:droid-command-line,1
org.nutz:nutzboot-starter-ureport,1
com.github.lybgeek:springboot-spi-cn,1
com.amazonaws:aws-java-sdk-ssm,1
com.dlink:dlink-common,1
com.github.jai-imageio:jai-imageio-jpeg2000,4
org.assertj:assertj-core,243
com.h2database:h2-mvstore,5
org.xwiki.platform:xwiki-platform-mail-general,1
io.jsonwebtoken:jjwt,59
commons-fileupload:commons-fileupload,148
org.antlr:antlr-runtime,24
io.springfox:springfox-swagger-ui,72
org.apache.arrow:arrow-jdbc,2
com.github.java-json-tools:json-schema-validator,10
io.reactivex.rxjava2:rxjava,32
org.joyqueue:joyqueue-server-runtime,1
org.fenixedu:bennu-io,1
org.apache.usergrid:usergrid-core,1
org.apache.camel.quarkus:camel-quarkus-atomix,1
org.apache.camel.quarkus:camel-quarkus-dozer,1
org.apache.camel.quarkus:camel-quarkus-printer,1
org.apache.camel.quarkus:camel-quarkus-sap-netweaver-deployment,1
org.apache.camel.quarkus:camel-quarkus-ssh-deployment,1
com.xenoamess:Jamepad,1
com.carrotsearch:junit-benchmarks,12
org.apache.cxf:cxf-rt-transports-http,28
org.fusesource.jansi:jansi,29
org.jolokia:jolokia-core,9
org.mrgeo:mrgeo-services-core,1
org.apache.maven.wagon:wagon-http,9
org.modelmapper:modelmapper,17
org.apache.cloudstack:cloud-plugin-syslog-alerts,1
com.flowpowered:flow-math,1
org.eclipse.aether:aether-transport-file,8
org.jetlang:jetlang,2
io.trino:trino-resource-group-managers,1
com.airbnb:airbnb-reair-utils,1
org.apache.distributedlog:distributedlog-core_2.11,1
antlr:antlr,20
fr.opensagres.xdocreport:fr.opensagres.xdocreport.document.docx,2
org.jboss.security:jbosssx,1
org.nuxeo.shell:nuxeo-shell-equinox,1
org.apache.hadoop:hadoop-client-api,2
org.webjars.bower:github-com-macek-jquery-serialize-object,1
de.tudarmstadt.ukp.inception.app:inception-active-learning,1
io.cattle:cattle-framework-launcher,1
com.github.stefanbirkner:system-lambda,7
org.glassfish.main.connectors:connectors-inbound-runtime,2
org.eclipse.jetty:jetty-websocket,6
org.noear:solon.view.jsp,1
io.quarkus:quarkus-jackson-deployment,1
io.quarkus:quarkus-oidc,1
io.quarkus:quarkus-resteasy-reactive-qute-deployment,1
org.jboss.jdeparser:jdeparser,1
org.jboss.narayana.rts:lra-proxy-api,2
io.confluent:common-utils,2
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.idp.v1,1
org.wso2.carbon:org.wso2.carbon.ui,5
org.apache.geronimo.specs.wso2:geronimo-jms_1.1_spec,2
org.wso2.carbon.mediation:org.wso2.carbon.mediation.templates.stub,2
org.wso2.carbon.mediation:sap-adapter,1
org.camunda.bpm.model:camunda-cmmn-model,1
org.naokishibata.sleef:fastmath,1
org.glassfish.jaxb:jaxb-core,5
org.infinispan:infinispan-client-rest,1
org.infinispan:infinispan-clustered-counter,2
net.sourceforge.owlapi:owlapi-oboformat,2
com.wgzhao.addax:addax-rdbms,1
org.skife.config:config-magic,1
io.jpress:module-product-search-lucene,1
org.jetbrains.kotlin:kotlin-scripting-compiler-embeddable,1
org.languagetool:languagetool-wikipedia,1
ar.com.fdvs:DynamicJasper,2
org.jvnet:animal-sniffer-annotation,4
org.dromara:hmily-tac-sqlparser-calcite,1
io.hops:hadoop-yarn-services-core,1
com.ocpsoft:ocpsoft-pretty-time,2
org.apache.wicket:wicket-eclipse-settings,1
com.frostwire:jlibtorrent,1
streamflow:streamflow-datastore-jdbc,1
org.jboss.resteasy:resteasy-validator-provider,2
org.mobicents.javax.sip:restcomm-jain-sip-ext,1
de.adorsys.psd2:xs2a-object-mapper,1
xerces-J:xercesImpl,2
org.opencastproject:opencast-videogrid-service-api,1
org.apache.geronimo.config:geronimo-config-impl,3
org.modeshape:modeshape-sequencer-mp3,1
org.wso2.orbit.com.github.dblock.waffle:waffle-jna,1
cloud.piranha.resource:piranha-resource-shrinkwrap,1
com.fasterxml.staxmate:staxmate,1
org.restlet.dev:org.restlet.ext.gwt,1
com.ververica:flink-connector-postgres-cdc,1
com.azure.resourcemanager:azure-resourcemanager-containerinstance,1
se.llbit:jo-nbt,1
io.lumify:lumify-test,1
org.maxgamer.storage:simplixstorage,1
org.openhab.addons.bundles:org.openhab.binding.serialbutton,1
org.openhab.addons.bundles:org.openhab.binding.sonyaudio,1
org.openhab.addons.bundles:org.openhab.binding.xmltv,1
org.openhab.addons.bundles:org.openhab.voice.googletts,1
ddf.security.realm:security-realm-guest,1
org.apache.hudi:hudi-timeline-service,1
com.cloudera.labs.envelope:envelope-impala,1
org.bytedeco:opencv,4
ca.uhn.hapi.fhir:hapi-fhir-validation-resources-dstu3,1
cn.hutool:hutool-script,1
edu.umass.cs.mallet:grmm-deps,1
com.box.l10n.mojito:mojito-test-common,1
org.forgerock.openam:oauth2-core,1
org.restlet.jee:org.restlet.ext.xml,1
org.jboss.spec.javax.interceptor:jboss-interceptors-api_1.1_spec,1
io.github.openfeign.form:feign-form,1
cn.springcloud.gray:spring-cloud-gray-dynamic-logic,1
org.jboss.windup.rules.apps:windup-rules-base,1
io.syndesis.connector:connector-odata,1
